,core_freq,gpu_freq,emc_freq,num_cores,memory_growth,logical_devices,scheduler.policy,vm.swappiness,vm.vfs_cache_pressure,vm.dirty_background_ratio,vm.drop_caches,vm.nr_hugepages,vm.overcommit_ratio,vm.overcommit_memory,vm.overcommit_hugepages,kernel.sched_child_runs_first,kernel.sched_rt_runtime_us,vm.dirty_bytes,vm.dirty_background_bytes,vm.dirty_ratio,swap_memory,kernel.max_pids,kernel.sched_latency_ns,kernel.sched_nr_migrate,kernel.cpu_time_max_percent,kernel.sched_time_avg_ms,inference_time,total_energy_consumption
584,1574400.0,806400.0,800000000.0,2.0,0.9,2.0,0,100,500,10,0,1,50,0,1,0,500000,60,60,5,4,32768,24000000,128,100,1000,12.40019006938807,41024.0
1660,652800.0,1420800.0,600000000.0,3.0,0.9,2.0,1,100,500,10,0,2,50,0,1,1,950000,30,30,5,1,32768,24000000,128,50,2000,9.28775849355334,64926.0
1402,652800.0,499200.0,1065600000.0,2.0,0.5,1.0,0,100,100,80,0,1,50,0,2,1,500000,30,60,50,1,32768,24000000,256,100,2000,25.09439181843084,13714.0
1301,1574400.0,883200.0,600000000.0,2.0,0.9,2.0,0,100,500,10,3,2,60,0,2,0,950000,30,30,5,1,65536,24000000,128,100,1000,13.098701471790571,100431.0
818,1958400.0,2112000.0,408000000.0,3.0,0.9,1.0,0,60,100,80,3,2,60,1,2,1,950000,30,60,5,4,65536,24000000,128,50,2000,17.066350083489425,60878.0
1933,806400.0,2112000.0,2133000000.0,3.0,0.9,2.0,0,100,100,10,3,2,60,0,2,0,950000,60,30,50,1,65536,96000000,256,100,1000,9.013536445406396,88823.0
1831,576000.0,1881600.0,665600000.0,4.0,0.9,1.0,1,100,500,80,3,2,60,1,2,0,950000,60,30,50,1,65536,96000000,256,100,1000,25.304668653616933,38170.0
1107,1804800.0,960000.0,665600000.0,4.0,0.5,1.0,1,100,500,80,0,2,60,0,1,0,500000,60,30,5,1,65536,24000000,256,100,2000,13.153396345800626,42012.0
1908,1190400.0,1497600.0,1866000000.0,4.0,0.5,1.0,0,100,100,80,3,2,60,0,2,0,500000,30,60,5,1,65536,96000000,256,50,2000,21.518169783046254,40895.0
688,1036800.0,1113600.0,2133000000.0,3.0,0.5,1.0,0,100,100,10,0,1,60,0,2,0,950000,30,60,50,1,32768,96000000,128,50,1000,11.041834509713604,49826.0
134,652800.0,1574400.0,1331200000.0,1.0,0.5,1.0,1,100,100,10,3,2,60,1,1,1,500000,30,30,5,1,65536,24000000,256,100,2000,21.579174536887287,48879.0
508,1036800.0,345600.0,2133000000.0,3.0,0.5,2.0,1,60,100,10,0,1,60,0,2,1,950000,60,30,50,4,65536,96000000,256,100,1000,25.64914565121016,61284.0
1745,2112000.0,1113600.0,800000000.0,3.0,0.9,1.0,0,100,100,10,0,1,60,0,2,0,950000,30,60,5,4,65536,96000000,128,50,1000,25.58273591412159,60238.0
835,2035200.0,2188800.0,1065600000.0,2.0,0.9,2.0,1,60,100,10,3,2,50,0,1,0,950000,30,30,5,1,65536,96000000,256,50,2000,19.236865313519825,50011.0
2372,115200.0,1651200.0,1331200000.0,4.0,0.5,2.0,0,100,100,80,3,2,50,0,1,0,950000,60,60,50,1,32768,24000000,128,100,2000,13.112324596887332,49701.0
39,268800.0,1036800.0,408000000.0,1.0,0.5,2.0,1,100,500,10,3,2,50,0,2,1,950000,30,30,5,1,65536,24000000,128,100,2000,25.164058120365628,28747.0
2181,1190400.0,192000.0,1065600000.0,2.0,0.9,2.0,1,100,500,80,3,1,50,0,2,1,500000,30,30,50,1,32768,96000000,128,100,2000,14.45688638751987,111059.0
1862,1958400.0,345600.0,204000000.0,1.0,0.5,1.0,1,100,500,80,3,1,50,1,2,0,500000,30,60,5,1,32768,24000000,256,50,1000,22.79103542156548,95473.0
1148,652800.0,422400.0,1065600000.0,4.0,0.5,2.0,0,100,100,80,0,2,60,1,1,1,950000,60,30,5,4,32768,24000000,256,100,2000,20.45494519831398,75773.0
254,960000.0,1344000.0,204000000.0,1.0,0.5,2.0,0,100,100,80,3,1,60,0,1,1,950000,60,30,5,1,32768,24000000,256,100,1000,7.087153492801484,65228.0
1724,192000.0,1497600.0,1065600000.0,4.0,0.5,2.0,0,100,500,10,3,2,60,0,1,0,950000,60,30,5,1,65536,96000000,128,100,2000,9.41571559047225,43088.0
0,2188800.0,268800.0,600000000.0,2.0,0.5,2.0,0,100,500,80,0,1,50,1,2,1,950000,30,60,50,1,32768,24000000,128,100,1000,40.12014369365677,150035.72653858273
1883,192000.0,883200.0,800000000.0,2.0,0.9,2.0,1,100,500,80,3,1,60,1,1,1,950000,60,30,5,1,65536,96000000,128,50,2000,11.773167510262676,102318.0
485,1881600.0,652800.0,1866000000.0,4.0,0.5,2.0,0,60,100,10,3,1,60,0,1,0,500000,60,60,5,4,32768,96000000,128,50,2000,12.518041960048453,91651.0
1284,1804800.0,2265600.0,600000000.0,4.0,0.5,1.0,1,60,500,80,3,2,50,0,1,0,950000,30,60,5,4,65536,96000000,128,50,1000,18.769562749249424,39386.0
617,1267200.0,1036800.0,408000000.0,1.0,0.9,1.0,1,100,100,10,0,2,60,1,1,0,500000,30,30,5,4,32768,24000000,128,100,2000,24.63308812132212,90667.0
1630,806400.0,806400.0,408000000.0,4.0,0.5,1.0,1,60,100,10,3,1,50,1,1,0,950000,60,30,50,4,32768,96000000,256,50,2000,11.182651255434413,53180.0
2284,1113600.0,1651200.0,204000000.0,1.0,0.9,2.0,0,100,100,80,0,2,60,0,1,1,500000,30,30,50,1,32768,24000000,128,100,2000,27.064800042784523,50768.0
1409,499200.0,1958400.0,1331200000.0,4.0,0.9,2.0,1,100,500,10,0,2,60,1,1,0,500000,30,60,50,1,32768,96000000,256,100,1000,8.893356612860455,60214.0
1343,1036800.0,1651200.0,1065600000.0,2.0,0.9,2.0,1,100,500,10,3,2,50,0,2,0,950000,60,30,50,4,65536,96000000,256,100,2000,9.627815944337883,40477.0
775,1267200.0,729600.0,2133000000.0,4.0,0.9,2.0,1,60,500,80,3,1,50,1,2,1,950000,30,30,50,1,65536,24000000,256,100,2000,11.464038780447645,88744.0
1399,1651200.0,2188800.0,665600000.0,1.0,0.9,2.0,1,60,100,80,3,1,50,1,1,0,950000,30,60,50,4,65536,24000000,256,100,2000,25.01968341554711,40219.0
1930,1958400.0,2035200.0,204000000.0,1.0,0.9,1.0,1,60,500,10,0,1,50,1,2,1,950000,60,60,5,4,32768,24000000,256,100,2000,9.703266270245162,48234.0
749,1881600.0,2265600.0,204000000.0,1.0,0.9,2.0,0,60,100,10,3,1,60,0,1,0,500000,60,60,5,4,32768,96000000,128,50,2000,8.694747580796331,84791.0
1584,345600.0,883200.0,600000000.0,3.0,0.5,2.0,0,60,100,80,0,2,60,0,2,1,950000,30,30,5,4,32768,96000000,256,100,2000,26.879974126185914,45761.0
792,2188800.0,2265600.0,204000000.0,4.0,0.5,2.0,1,100,100,10,0,2,50,1,1,0,500000,30,30,50,4,32768,96000000,256,50,2000,19.558018292269487,103125.0
453,1267200.0,2035200.0,665600000.0,2.0,0.9,1.0,0,60,100,10,0,1,50,1,2,1,950000,30,30,50,4,65536,24000000,128,100,1000,7.770985082491867,54898.0
1636,192000.0,499200.0,800000000.0,4.0,0.5,1.0,0,100,500,10,0,2,50,0,2,0,500000,60,30,50,1,65536,96000000,256,100,1000,7.942155656002471,89298.0
2367,652800.0,192000.0,1331200000.0,4.0,0.5,2.0,1,100,100,80,3,2,50,0,2,1,500000,60,60,50,1,65536,24000000,128,50,1000,27.613842338601714,84800.0
1605,192000.0,1958400.0,1065600000.0,1.0,0.5,2.0,0,100,500,10,3,2,60,1,2,1,950000,60,30,5,1,65536,24000000,256,50,2000,10.686884359870447,61572.0
1997,345600.0,1267200.0,408000000.0,4.0,0.9,1.0,0,100,100,80,3,2,60,0,2,0,500000,30,60,5,1,65536,96000000,256,50,2000,12.745660905798314,63121.0
600,1036800.0,2035200.0,1331200000.0,4.0,0.9,2.0,1,100,100,80,3,2,60,1,2,0,950000,30,30,50,4,65536,24000000,256,100,2000,20.776893779377392,83033.0
113,1804800.0,1958400.0,2133000000.0,4.0,0.9,2.0,1,100,100,80,0,1,50,0,1,1,500000,30,60,5,1,32768,24000000,256,50,1000,6.890160661517964,38696.0
664,499200.0,1881600.0,204000000.0,3.0,0.5,1.0,0,100,100,80,0,2,60,1,1,1,950000,60,30,5,4,32768,24000000,256,100,2000,20.142785274626103,56706.0
1208,1958400.0,1651200.0,600000000.0,3.0,0.9,1.0,0,60,500,10,0,2,60,0,1,0,500000,60,60,50,1,65536,24000000,128,100,1000,20.40127668997101,42219.0
1847,1728000.0,960000.0,1065600000.0,2.0,0.9,2.0,0,60,100,10,3,2,50,0,2,1,500000,30,30,50,1,32768,24000000,128,100,2000,7.452135779301225,36326.0
1182,1651200.0,1651200.0,665600000.0,4.0,0.5,2.0,0,100,500,80,3,2,60,0,1,0,950000,30,60,50,1,65536,24000000,256,50,1000,8.376859106178724,98563.0
856,1344000.0,1497600.0,1065600000.0,3.0,0.5,1.0,0,60,100,10,3,1,60,1,1,0,500000,60,60,50,1,65536,96000000,128,50,1000,10.899434707605684,89537.0
2015,729600.0,1420800.0,1065600000.0,4.0,0.5,1.0,0,100,500,10,3,2,60,0,2,1,500000,60,30,5,4,32768,24000000,256,100,1000,11.650377195242376,90309.0
1026,2265600.0,1344000.0,408000000.0,1.0,0.5,1.0,0,60,100,80,0,2,60,0,1,1,950000,60,30,50,1,65536,96000000,256,50,1000,12.682278933579678,45357.0
1131,576000.0,192000.0,1065600000.0,2.0,0.9,1.0,1,60,500,80,0,1,50,1,2,1,500000,30,30,50,1,32768,96000000,128,50,2000,10.650011601753748,50154.0
1865,2112000.0,883200.0,1331200000.0,1.0,0.5,1.0,1,100,100,10,0,2,60,1,1,1,500000,60,30,5,4,65536,24000000,128,50,2000,26.651538974366,49216.0
1586,1190400.0,1344000.0,408000000.0,2.0,0.9,1.0,1,60,500,10,0,1,50,0,1,1,950000,60,60,50,1,65536,24000000,128,50,2000,11.458828618643588,56467.0
1902,1804800.0,2188800.0,2133000000.0,2.0,0.9,1.0,0,100,500,80,3,1,60,0,2,0,950000,30,60,5,1,32768,24000000,256,100,1000,19.475642674617813,49331.0
2208,499200.0,1881600.0,1866000000.0,1.0,0.5,1.0,1,100,100,80,3,1,60,0,1,0,950000,60,30,50,4,32768,24000000,256,100,1000,8.624117206933018,24630.0
1785,192000.0,2188800.0,600000000.0,2.0,0.9,1.0,1,100,100,10,3,2,60,0,2,0,500000,60,60,50,4,32768,24000000,128,100,1000,13.560600849382427,61219.0
239,729600.0,115200.0,800000000.0,4.0,0.5,1.0,1,60,100,80,3,1,60,0,2,0,950000,30,60,50,4,32768,96000000,256,100,2000,12.243957991262189,48132.0
1811,2112000.0,1420800.0,204000000.0,1.0,0.9,1.0,1,100,500,80,0,2,50,0,2,0,950000,60,30,50,1,32768,96000000,128,100,1000,22.003890242999983,37405.0
303,883200.0,1113600.0,204000000.0,3.0,0.9,1.0,0,60,100,80,3,2,60,1,2,1,950000,30,60,5,4,65536,24000000,128,50,2000,6.725207950309974,46486.0
606,2188800.0,1344000.0,1866000000.0,3.0,0.9,1.0,0,60,100,80,3,1,60,0,1,1,950000,30,60,50,1,32768,24000000,256,50,1000,12.522051769870934,66272.0
1286,1804800.0,115200.0,1331200000.0,4.0,0.5,1.0,1,60,500,80,3,1,50,1,2,1,950000,30,30,50,1,65536,24000000,256,100,2000,4.771931131681303,42697.0
758,1958400.0,422400.0,1331200000.0,3.0,0.5,1.0,0,100,100,80,3,1,50,1,1,0,950000,30,30,5,4,65536,96000000,128,100,2000,17.071262342595208,83837.0
1162,576000.0,1574400.0,204000000.0,3.0,0.5,2.0,1,100,100,80,0,1,50,1,1,1,950000,30,30,5,1,32768,24000000,256,100,2000,11.605028571697812,49087.0
1704,1728000.0,1958400.0,2133000000.0,2.0,0.5,1.0,1,100,500,10,0,2,50,0,1,1,950000,30,30,5,1,32768,24000000,128,50,2000,9.505087180817108,87612.0
475,1574400.0,192000.0,2133000000.0,3.0,0.5,2.0,0,100,100,80,3,2,60,0,2,0,950000,30,30,5,4,32768,24000000,128,50,2000,6.711208224423218,107320.0
2150,1881600.0,652800.0,665600000.0,2.0,0.5,1.0,1,100,500,10,0,2,50,0,1,1,950000,30,30,5,1,32768,24000000,128,50,2000,19.23780696586843,61310.0
2078,1344000.0,883200.0,204000000.0,1.0,0.9,2.0,1,100,500,80,3,1,50,0,2,1,500000,30,30,50,1,32768,96000000,128,100,2000,14.043265291021216,40893.0
802,1344000.0,2188800.0,1065600000.0,2.0,0.5,1.0,0,100,100,10,0,1,60,1,2,1,950000,60,60,5,1,65536,24000000,128,100,2000,6.89411248975971,57792.0
409,1651200.0,1881600.0,408000000.0,2.0,0.5,2.0,0,60,100,80,0,1,50,0,1,0,950000,30,60,50,4,32768,24000000,128,50,1000,7.225055325563343,91548.0
762,729600.0,1574400.0,600000000.0,1.0,0.5,1.0,0,60,500,80,3,1,50,1,2,1,500000,30,60,50,4,65536,24000000,128,100,2000,11.397129767912233,41102.0
1886,652800.0,1344000.0,1065600000.0,1.0,0.5,1.0,1,60,100,10,3,1,60,0,1,0,500000,30,30,50,1,32768,24000000,256,50,2000,7.168628565077835,37995.0
1716,1497600.0,1267200.0,1866000000.0,4.0,0.5,1.0,1,100,500,10,3,2,50,0,2,1,950000,30,30,5,1,65536,24000000,128,100,2000,11.020738197446217,51302.0
1962,960000.0,2112000.0,204000000.0,3.0,0.9,1.0,1,100,100,80,0,2,60,1,2,1,500000,60,30,5,1,32768,24000000,128,50,2000,12.37127177470588,103843.0
1217,1881600.0,2112000.0,2133000000.0,1.0,0.5,2.0,0,60,100,80,3,1,60,0,2,0,950000,30,30,5,4,32768,96000000,256,50,2000,11.755080056306653,44769.0
1341,806400.0,345600.0,1065600000.0,4.0,0.9,2.0,1,60,100,80,0,2,50,1,1,1,500000,30,30,50,1,65536,96000000,256,50,2000,9.91962921357401,91134.0
896,2035200.0,1958400.0,665600000.0,3.0,0.9,1.0,1,60,500,10,0,1,50,0,1,1,950000,60,60,50,1,65536,24000000,128,50,2000,16.704971719461913,53756.0
1913,268800.0,499200.0,1065600000.0,3.0,0.9,1.0,1,60,100,10,0,1,50,0,1,1,950000,60,30,50,1,32768,24000000,128,100,1000,20.55050561267367,53601.0
387,268800.0,2035200.0,1065600000.0,2.0,0.5,2.0,1,60,100,80,0,2,60,1,1,0,950000,60,30,5,1,32768,96000000,128,50,1000,10.101725716125934,29676.0
445,422400.0,1420800.0,1065600000.0,2.0,0.5,1.0,1,60,100,10,0,1,60,0,2,1,950000,60,30,50,4,65536,96000000,256,100,1000,7.0139246740487735,101807.0
718,883200.0,729600.0,800000000.0,4.0,0.5,1.0,0,60,500,10,0,2,60,1,2,0,500000,30,60,50,1,65536,96000000,256,50,2000,13.535404722090664,100444.0
31,2112000.0,576000.0,800000000.0,4.0,0.9,2.0,0,60,100,10,0,2,60,1,2,1,950000,30,60,50,1,32768,96000000,256,50,1000,19.846203981991398,165042.66210202107
734,345600.0,1267200.0,1331200000.0,3.0,0.5,2.0,1,100,100,80,0,2,50,1,2,1,950000,30,60,5,1,32768,96000000,128,100,2000,12.382315558041501,60843.0
2144,268800.0,499200.0,1866000000.0,2.0,0.9,2.0,1,100,100,10,3,2,60,1,1,1,500000,30,30,5,1,65536,24000000,256,100,2000,13.164013329769974,46283.0
2141,192000.0,1420800.0,1866000000.0,2.0,0.9,2.0,0,60,500,10,3,2,50,0,2,0,500000,30,60,5,4,65536,96000000,128,100,2000,9.9653702072149,54623.0
1313,1190400.0,1728000.0,408000000.0,1.0,0.9,1.0,0,60,100,10,3,2,50,0,1,1,500000,60,60,5,1,32768,96000000,128,100,2000,15.681740564165047,63982.0
772,268800.0,1958400.0,600000000.0,3.0,0.5,2.0,1,100,500,80,3,1,60,1,1,1,950000,60,30,5,1,65536,96000000,128,50,2000,16.287224673418848,47216.0
1628,2265600.0,268800.0,800000000.0,3.0,0.9,2.0,0,100,100,10,0,2,50,0,1,0,950000,60,30,5,1,65536,24000000,128,100,1000,7.8546473920585775,36683.0
1132,268800.0,422400.0,1331200000.0,1.0,0.5,1.0,1,100,500,80,3,2,50,1,1,0,950000,30,30,5,1,65536,96000000,256,50,1000,20.722602567226048,67468.0
1329,1420800.0,2112000.0,600000000.0,1.0,0.9,1.0,1,100,100,10,0,2,60,1,1,1,500000,60,30,5,4,65536,24000000,128,50,2000,26.00692334152325,89260.0
37,2265600.0,1958400.0,2133000000.0,1.0,0.9,2.0,1,60,100,10,0,1,50,0,1,1,950000,60,30,50,1,32768,24000000,128,100,1000,12.83144786553113,31053.0
214,652800.0,192000.0,1331200000.0,3.0,0.9,1.0,0,60,100,10,0,1,50,1,2,1,950000,30,30,50,4,65536,24000000,128,100,1000,7.470755852544977,60449.0
2251,1267200.0,345600.0,800000000.0,2.0,0.9,1.0,1,60,100,80,0,1,50,0,2,1,950000,60,60,5,1,32768,96000000,256,50,2000,19.50537941387108,59354.0
1938,1036800.0,1574400.0,1065600000.0,3.0,0.9,2.0,1,60,100,80,0,1,60,1,1,0,950000,30,30,50,1,65536,24000000,128,50,2000,12.852201931675296,111400.0
663,1958400.0,2188800.0,204000000.0,2.0,0.5,2.0,0,100,100,80,0,2,60,0,2,1,500000,60,30,50,1,32768,24000000,128,100,2000,26.168557822738947,38221.0
1106,1958400.0,1804800.0,204000000.0,4.0,0.9,2.0,0,100,100,80,3,2,60,0,2,0,500000,30,60,5,1,65536,96000000,256,50,2000,13.026032222308082,59727.0
2189,1651200.0,1574400.0,800000000.0,2.0,0.5,2.0,0,60,100,80,3,2,50,1,2,1,500000,60,60,5,4,65536,24000000,256,100,2000,18.15478907796102,51749.0
1642,1190400.0,192000.0,1866000000.0,1.0,0.9,1.0,1,100,100,80,0,1,50,1,2,1,500000,60,60,5,1,65536,24000000,256,50,1000,16.37408548793122,105875.0
2117,1881600.0,1881600.0,1331200000.0,1.0,0.9,2.0,0,60,500,80,3,1,60,0,2,1,500000,60,60,50,4,65536,24000000,128,100,1000,23.60501822150276,51370.0
538,883200.0,345600.0,204000000.0,3.0,0.9,1.0,1,100,100,80,3,1,60,1,1,1,950000,60,60,50,1,65536,24000000,128,50,1000,19.445393248972174,60694.0
2129,499200.0,729600.0,800000000.0,1.0,0.9,2.0,0,60,500,10,0,2,50,1,1,1,500000,60,60,5,4,65536,24000000,256,50,1000,13.162244183325596,65452.0
830,1344000.0,960000.0,1331200000.0,3.0,0.9,2.0,0,60,100,80,0,2,50,1,1,1,950000,30,60,50,1,32768,24000000,256,100,2000,8.563728001489604,62187.0
256,499200.0,345600.0,204000000.0,4.0,0.9,1.0,1,100,100,80,0,2,60,1,1,1,500000,30,30,50,4,32768,96000000,256,50,1000,13.081561663508909,43123.0
2258,2112000.0,2035200.0,2133000000.0,3.0,0.9,2.0,1,100,500,10,0,2,60,1,1,0,500000,30,60,50,1,32768,96000000,256,100,1000,7.371430876079179,76388.0
1139,115200.0,1574400.0,600000000.0,4.0,0.9,2.0,1,100,100,80,3,2,60,1,2,0,500000,60,30,5,4,32768,96000000,256,100,1000,22.650321738197327,63518.0
768,1958400.0,1804800.0,800000000.0,1.0,0.9,2.0,1,100,500,10,0,2,50,1,1,1,500000,60,60,5,1,32768,24000000,256,50,2000,12.653797660836572,48215.0
369,652800.0,499200.0,1065600000.0,1.0,0.9,2.0,1,60,100,10,0,1,60,0,2,1,950000,60,30,50,4,65536,96000000,256,100,1000,8.182169412262036,52903.0
1134,115200.0,1804800.0,800000000.0,1.0,0.9,2.0,0,100,500,80,0,1,50,0,2,1,500000,30,30,5,1,32768,24000000,128,100,2000,17.546014427455752,53106.0
2330,1497600.0,115200.0,800000000.0,3.0,0.5,1.0,1,100,100,10,3,2,60,0,2,0,500000,60,60,50,4,32768,24000000,128,100,1000,18.261475178549773,81384.0
1108,883200.0,2265600.0,1866000000.0,2.0,0.9,1.0,0,100,100,80,3,2,50,0,1,0,950000,60,60,50,1,32768,24000000,128,100,2000,10.969956377864504,40151.0
706,2035200.0,1958400.0,1331200000.0,1.0,0.9,2.0,1,100,500,10,0,1,60,1,2,0,500000,60,60,5,4,32768,24000000,256,50,2000,11.356965332326832,72808.0
1406,1420800.0,2035200.0,1866000000.0,4.0,0.9,2.0,0,100,100,80,3,1,60,1,1,0,500000,60,60,50,1,32768,96000000,128,100,2000,25.42520249521955,35864.0
1881,499200.0,1574400.0,600000000.0,1.0,0.5,1.0,1,60,100,10,3,1,60,0,1,0,500000,30,30,50,1,32768,24000000,256,50,2000,13.393789107435214,42983.0
1007,960000.0,2112000.0,1065600000.0,2.0,0.5,1.0,1,60,100,80,0,1,60,1,1,0,950000,30,30,50,1,32768,24000000,128,100,1000,10.373830288588204,100151.0
1499,499200.0,1497600.0,408000000.0,2.0,0.5,1.0,0,60,100,10,3,2,50,0,2,1,500000,30,30,50,1,32768,24000000,128,100,2000,26.892754631559182,41695.0
356,192000.0,1497600.0,2133000000.0,3.0,0.5,2.0,1,100,100,80,0,1,60,0,1,1,950000,30,30,50,1,65536,24000000,256,100,1000,6.465006800371385,36165.0
1512,2035200.0,1420800.0,1065600000.0,3.0,0.9,2.0,0,60,100,80,3,2,50,1,2,1,500000,60,30,50,1,32768,96000000,128,50,1000,19.548981489504712,117553.0
364,1344000.0,1651200.0,600000000.0,2.0,0.5,2.0,1,100,100,80,0,2,60,1,1,1,500000,30,30,50,4,32768,96000000,256,50,1000,15.068780878524187,46522.0
585,2265600.0,345600.0,204000000.0,4.0,0.9,2.0,0,100,500,10,0,1,60,0,1,1,500000,60,30,50,1,65536,24000000,128,100,2000,8.10021672774731,58514.0
541,1958400.0,2035200.0,1866000000.0,1.0,0.5,1.0,1,100,100,10,0,1,50,1,1,0,950000,60,30,5,1,32768,24000000,256,100,1000,7.847751661353276,62002.0
1653,115200.0,115200.0,408000000.0,4.0,0.9,2.0,1,60,100,10,3,1,60,1,1,0,500000,30,30,50,4,32768,24000000,128,100,2000,22.35571862092097,96546.0
1890,1420800.0,192000.0,600000000.0,4.0,0.5,2.0,0,60,100,10,3,1,50,0,2,1,950000,60,30,5,4,32768,24000000,256,100,2000,9.95057378423751,35435.0
1046,2112000.0,1804800.0,1065600000.0,1.0,0.9,1.0,1,100,500,80,0,2,50,0,2,0,950000,60,30,50,1,32768,96000000,128,100,1000,11.10837260511914,39763.0
1536,2112000.0,576000.0,800000000.0,4.0,0.9,2.0,0,60,100,80,0,2,50,0,2,0,500000,60,60,50,1,32768,96000000,128,50,1000,8.501078720916253,57261.0
773,1651200.0,192000.0,1065600000.0,2.0,0.5,2.0,1,60,500,80,3,1,50,1,2,1,950000,30,30,50,1,65536,24000000,256,100,2000,17.154832054591836,15627.0
